x_nans,age,gender,income,DOB
-0.7364310772172493,72.0,,46250.0,
-0.7877821636865565,43.0,F,40211.0,1994-05-10
-0.6563519540002513,30.0,F,32587.0,1970-12-29
0.5478076502688674,47.0,F,36051.0,2007-02-01
0.5314124698570342,49.0,,41210.0,2002-01-27
-0.8545998589514264,,,33923.0,1917-07-30
0.413894492685463,55.0,M,48654.0,
-0.08990853505509971,41.0,,,
0.22345921140356353,,,,2012-09-15
,69.0,,,1955-06-09
,63.0,M,46165.0,1926-07-16
0.13017264164340694,32.0,F,35125.0,1967-01-14
-0.8771056361259428,53.0,F,41679.0,
1.2042188325924565,30.0,F,,1969-12-21
,,F,35377.0,1994-07-11
1.3292855592500923,,F,35819.0,1925-05-06
0.16129259774753468,70.0,M,,1946-05-23
0.47699988800265736,38.0,F,35685.0,1983-01-05
-0.06092805863264828,30.0,F,28471.0,
-0.11696468670296283,63.0,,45467.0,1929-03-26
,78.0,M,52208.0,
0.5711024824957273,39.0,,34739.0,
,44.0,F,41107.0,
-2.0062053199247787,,F,37039.0,2014-08-30
,,,,1983-06-15
,,F,,1947-05-04
-0.8951820158303551,,,,1952-04-17
-0.614140393576214,47.0,F,34672.0,1969-05-28
1.814027359549141,,M,43469.0,1962-01-18
,39.0,F,32377.0,1961-08-12
0.22899896990871574,,,47481.0,1963-11-04
0.39584040107454493,32.0,F,33591.0,1934-10-19
-1.8787628922337143,,F,37838.0,
-1.3455083084339559,72.0,M,46081.0,1914-07-06
,,,34781.0,2020-05-23
,37.0,F,30843.0,1986-02-23
-0.25490929727622036,54.0,F,,1948-06-02
1.5512708662498793,,,,
1.819969659411649,70.0,M,49891.0,1954-06-30
-0.8078744507142833,64.0,,45071.0,1971-10-16
0.4076633176242411,,,40759.0,1995-12-04
1.6285313876221768,51.0,,38083.0,1897-11-19
,59.0,M,,1982-05-13
,25.0,F,29050.0,1951-08-22
-0.7214998074453951,58.0,,41936.0,1959-03-16
-0.3994852736932877,,F,,1974-05-24
0.182340978337922,45.0,,39436.0,1940-08-30
2.199791907824634,,M,42651.0,1987-07-30
1.0698038212069267,30.0,F,30979.0,
-0.4897118823789369,,M,43183.0,1984-07-12
-0.26020503239945325,32.0,,,
1.849188596592832,49.0,F,,1924-03-06
0.15723909731707814,34.0,F,34567.0,
,48.0,F,39743.0,1898-12-29
-0.4920540747712957,,F,35044.0,1997-10-02
1.390444459130929,64.0,F,,
,,F,40471.0,1940-02-07
-0.31513372217606317,59.0,F,,2011-04-04
-0.023554806837515842,61.0,M,,
0.3801313608036791,55.0,M,43428.0,1947-03-11
-1.1938784098116222,,,32135.0,2017-06-15
1.63000325384932,,M,42473.0,1956-02-02
-1.1798631763193126,,F,39822.0,1931-07-07
1.0804032084643473,,F,35341.0,1941-09-02
,,,39381.0,
,67.0,M,47726.0,1938-04-05
1.6235606901889619,48.0,,39963.0,1932-07-02
0.832841125427418,50.0,M,43394.0,1967-01-08
0.7540911908566946,49.0,,,1972-11-24
-0.90599187022258,54.0,M,,1973-11-20
0.52948806998002,30.0,F,35457.0,1985-02-22
,,M,42525.0,
,60.0,,,1949-09-27
-0.36506555828455284,,F,42004.0,2019-09-22
-0.24151712461826957,41.0,F,41441.0,1970-09-30
0.5451957925511998,54.0,M,43411.0,1988-08-29
0.46087442115964106,43.0,F,34162.0,
-0.2216281589360928,,F,37847.0,
-0.8967451957614796,44.0,F,40731.0,1984-08-10
,,F,35940.0,1983-12-12
0.4190744072144351,69.0,F,43409.0,
0.44858536384419495,25.0,F,29396.0,1967-09-09
-1.3323014037660839,28.0,,34122.0,1889-09-26
0.6209129013724182,40.0,F,38877.0,1960-08-03
0.3132768222218807,,F,34127.0,1940-01-28
-0.900086131290363,,M,,1972-02-07
,73.0,,,1916-02-03
0.27945595453457606,51.0,,43463.0,2017-04-19
1.1348718131541538,43.0,F,36404.0,
2.062052238658243,17.0,,,
0.38941667316228684,61.0,M,40778.0,1994-04-14
0.33801960520525587,38.0,F,,1937-02-14
0.10222913620162068,52.0,M,40547.0,
-1.2132845206256282,49.0,F,,1948-08-08
-0.5080706695238221,68.0,,42468.0,
-0.9198698931285195,40.0,F,33627.0,1997-05-13
-0.9393637040876154,43.0,F,32718.0,1935-10-15
-1.4430962384895292,40.0,F,,
,51.0,M,41649.0,
,59.0,,,1997-02-10
-0.5864121334535024,39.0,F,29862.0,1974-04-05
-1.0828592707335305,,M,45114.0,1874-04-29
0.21842112699798802,,F,40762.0,1980-06-25
0.8187702851536608,26.0,F,31454.0,
0.26186690504343035,16.0,,26597.0,1961-09-06
-0.9756134702960925,26.0,F,29343.0,1914-01-13
2.147221842183628,,,31951.0,1998-08-27
,48.0,F,39548.0,
1.999031166648257,63.0,F,41227.0,
-0.6629214131778219,53.0,,,
0.7821670931456794,53.0,,,
-0.08465965601786678,49.0,,39169.0,1920-02-12
-1.0512852563651731,30.0,,35723.0,1963-05-05
0.9791510665142921,42.0,,36213.0,1951-05-28
-1.1063248162086814,50.0,,,1957-08-07
,69.0,M,46814.0,1947-03-17
-1.3802254221649322,92.0,M,,1937-06-04
-1.633257647017554,44.0,F,38017.0,1975-10-07
0.3255911750843157,,F,37004.0,2012-07-20
,,F,40159.0,1938-12-06
,59.0,M,,1970-11-25
1.3942679440868628,,F,40775.0,1971-07-14
-0.2006347461081167,,F,,1949-10-25
,39.0,F,38692.0,1999-01-04
-0.2531753726749449,61.0,M,44224.0,2012-02-05
,87.0,M,,
-1.2255913562359226,27.0,F,32258.0,1931-11-01
0.49563127323670547,,M,45135.0,1958-11-21
,88.0,M,51482.0,2000-08-06
0.072807463097145,,M,46265.0,
-2.0057551834164906,70.0,M,51017.0,1949-07-14
0.4775662914912973,,,39180.0,
-0.8275906380667649,44.0,F,38495.0,1984-01-11
0.534453966073114,,F,37530.0,1922-07-05
1.4402549001248706,,F,36585.0,
0.21463378318084472,55.0,M,45024.0,1986-04-29
0.1412081175277347,66.0,M,43393.0,
-0.5591630825820295,50.0,F,40055.0,1943-08-28
1.309361343053714,51.0,M,,
-0.5758265392864722,,M,44572.0,
,44.0,F,37133.0,
0.17356136061326638,19.0,F,28913.0,2015-09-12
-0.7660034528208503,,,40556.0,
-0.3716540169222144,14.0,,32938.0,1946-04-02
0.06621112009511268,45.0,F,41643.0,
1.3909935553008952,40.0,F,35290.0,1960-06-01
-0.8705019565171562,70.0,M,44607.0,1968-07-20
1.135125379628535,41.0,F,36777.0,
-1.0175456922185178,57.0,M,,2020-05-03
,30.0,,33635.0,2004-07-19
-2.0249946457755814,,M,,2014-12-06
,23.0,F,30885.0,1958-03-31
,,F,33245.0,1967-04-05
,39.0,,,1952-10-08
,29.0,,32351.0,1980-01-31
0.1970536983657368,54.0,F,,
1.2072809678349308,,,30385.0,1988-05-15
1.277822783402706,61.0,F,42820.0,1944-08-02
-1.5154216905979145,60.0,M,41855.0,
-0.725410005701252,,F,36645.0,1916-03-18
-0.4006002814764628,46.0,F,39058.0,1991-10-21
2.300200881674042,41.0,,38463.0,1989-02-14
0.755897407095672,,,43870.0,2021-08-26
0.2925210144885794,,M,44063.0,1924-09-07
-0.7151725637738708,48.0,F,39645.0,1965-05-20
2.4122046556346852,50.0,F,37428.0,1981-09-12
-2.9921461167779944,81.0,M,,
,,F,,
,44.0,F,40091.0,1954-04-25
1.0461516935653206,66.0,F,,
-0.030807644527128673,46.0,M,41181.0,1956-04-21
,68.0,M,49432.0,2001-05-27
-1.4597988785592835,63.0,,44193.0,1960-11-01
0.8132374326772652,33.0,F,30946.0,1975-03-11
0.8296290833649297,70.0,M,42881.0,
-0.5496006718291971,54.0,F,40701.0,2019-01-01
,54.0,M,41503.0,1933-06-16
,41.0,F,38035.0,1934-11-19
-1.6048209938985805,53.0,,,1894-06-08
-1.490825609142977,50.0,M,41346.0,1948-09-16
-1.8971059118208862,29.0,F,32724.0,1968-12-15
0.5746700833989754,29.0,F,34094.0,1972-01-21
-1.8597493219607255,34.0,F,35062.0,2002-03-18
0.051092635062619844,49.0,F,37554.0,1919-10-26
,54.0,M,44465.0,1995-02-23
0.676578838529447,,F,36082.0,1967-04-07
-1.6020975540043858,,F,,1956-08-20
1.3251670752816511,39.0,F,,
-0.46269502296006726,39.0,F,,2004-03-08
0.40325390142732975,77.0,,47709.0,
2.0918523492509364,20.0,F,,
0.14783246198496017,56.0,F,41601.0,1958-09-26
1.577780123040364,55.0,F,38916.0,
-0.6072720845824268,45.0,,39223.0,1961-04-15
-0.0006770474450463813,,,,1971-07-17
,57.0,M,44604.0,1977-07-15
-2.378380155456853,47.0,F,,
-0.5870092315686399,60.0,,44470.0,1972-05-07
,47.0,F,36941.0,
,58.0,M,41431.0,2015-06-15
-1.0779542916005207,23.0,,29702.0,1997-04-28
0.21428117508353908,28.0,F,33070.0,
1.65762642260965,36.0,F,38136.0,1921-05-08
,,F,,
-1.223775200839858,40.0,F,,2030-10-03
-0.9441229906254134,39.0,,36362.0,1940-03-05
-0.6108975409909335,,,,2011-11-13
0.27686531965435857,,,38492.0,
0.2189430906362464,50.0,F,,
-0.790833642622994,,F,,2005-12-13
0.5544000552198566,47.0,F,40599.0,1901-04-29
,,,33167.0,2020-04-30
0.5689887987193643,59.0,M,48344.0,1990-03-03
-0.5319754702321917,35.0,,34331.0,1947-07-09
1.7403537449900823,27.0,F,30533.0,1957-09-30
,60.0,F,41491.0,2005-01-16
-0.7792334342217121,,F,42387.0,
,39.0,M,,1945-07-10
-0.52711237650838,60.0,F,44752.0,1996-06-21
0.13844050990269596,68.0,M,,1955-07-23
-1.3421303165849456,56.0,F,,
1.257684730947092,62.0,M,45712.0,
-0.3314517867757829,42.0,F,,1963-03-29
0.680187297846745,59.0,M,41197.0,1968-01-04
0.5045039246491637,66.0,M,47070.0,1949-11-17
0.4360321821031479,57.0,F,,1919-06-02
-0.20694339986603588,58.0,M,44467.0,1949-11-24
0.5936212965756443,,F,33970.0,2005-08-06
1.8302823957789844,18.0,F,25465.0,1952-08-28
1.2806200999133717,68.0,M,48660.0,1985-09-25
,18.0,F,26228.0,1983-01-18
-1.7736573103397208,,M,47007.0,2000-07-14
-0.5600080127834989,,F,,
1.4484499424188322,60.0,F,40851.0,
-1.0894815812349767,1.0,F,26141.0,1988-01-11
,44.0,F,38215.0,1953-02-15
1.6464108540484657,61.0,F,44664.0,1904-12-08
0.5220701407860953,,F,39310.0,2010-10-31
,60.0,M,44871.0,1949-01-04
1.31476449650581,61.0,M,47284.0,
,,F,38079.0,
0.6709428640293635,55.0,F,40085.0,2001-04-25
1.266307646738569,41.0,F,33945.0,1929-10-06
-0.20069628082971885,70.0,M,44668.0,2002-09-05
,63.0,F,40905.0,
1.4177163757735711,50.0,M,42302.0,1966-04-29
,35.0,F,33587.0,
,57.0,M,47398.0,1949-10-18
1.4831953254727026,,M,42734.0,
0.038146709342541274,58.0,M,42438.0,1988-12-11
1.4126443786250458,45.0,F,34176.0,1990-03-07
-1.5613582305840659,28.0,F,32881.0,1970-12-26
,60.0,M,,1981-06-08
-0.3202861792069278,,,,2018-05-09
0.34724268481490106,31.0,F,37425.0,
-1.213501061762363,,F,40861.0,2004-08-03
0.6308358694441679,48.0,M,,1945-11-03
-0.8665595919209632,,F,30195.0,1951-07-08
0.3726050833323231,65.0,M,46298.0,
0.16748971290686057,,F,42974.0,1949-12-24
-1.9876940239537984,,M,45249.0,2007-12-08
1.7994758151284183,59.0,,44400.0,1940-01-18
1.0617301762620421,,F,35699.0,2029-01-06
-0.20955008057523475,21.0,F,31532.0,1948-08-18
0.9237089190687491,,M,,1894-08-23
,69.0,M,,2009-12-06
-0.5001010355995987,54.0,F,41842.0,1934-09-05
,59.0,,42992.0,1979-03-08
0.9928617861936229,63.0,M,45820.0,1997-10-01
-1.3189171453195685,44.0,F,39535.0,2039-03-17
-0.7653219050062916,52.0,F,41518.0,1990-07-20
1.1241372960819196,62.0,F,42818.0,
0.8802343064589454,37.0,,39765.0,
,61.0,F,,1964-04-01
-2.0982493304932714,23.0,F,32888.0,2020-08-28
1.1859465985861777,,F,,
-1.9190904754082012,40.0,F,37779.0,2044-08-19
1.1302589646453476,36.0,F,29788.0,
0.5766897360338507,20.0,F,27784.0,1998-04-05
1.5876592280842403,56.0,M,42372.0,
-0.18077866786646457,48.0,,,
,46.0,M,41235.0,1969-09-17
0.3311041219451943,57.0,F,42223.0,2013-06-27
,61.0,,44054.0,1979-08-23
-0.4426081842284463,36.0,F,35272.0,1992-05-04
-0.09517947895866771,47.0,F,37352.0,1961-07-21
,36.0,F,30311.0,2009-05-15
-0.11194808279582026,,,43640.0,
0.6390771697733403,49.0,F,40910.0,
,,F,,1941-04-01
0.7938692252028858,36.0,F,33874.0,
1.0084500029756684,51.0,F,41634.0,2018-06-20
-0.14294459187084685,41.0,F,,1906-08-23
-0.7313967267331359,,F,41986.0,1919-08-06
,72.0,F,45387.0,2001-08-31
0.799827166450617,43.0,F,,1991-01-19
1.8140132812770613,47.0,F,36068.0,1996-08-03
0.32275746541158135,59.0,F,42789.0,
1.148024931194788,,,46985.0,1957-09-26
1.8164526772049514,38.0,F,,1905-10-07
-1.4841718851145547,54.0,F,41425.0,1976-06-03
,,M,,1990-12-31
,27.0,F,,2013-03-18
-0.44710153560291577,,F,38455.0,1979-12-24
-0.13815443029360666,59.0,M,46619.0,
1.4668740425923996,,F,35810.0,1932-06-10
,74.0,M,45206.0,1950-01-26
2.1901576879506646,57.0,M,44882.0,
,67.0,M,47154.0,1945-04-14
0.7477060224690862,37.0,,,
0.2444618557591621,54.0,F,,
-0.0772933401040134,53.0,M,46049.0,1960-01-05
,49.0,F,33504.0,1971-05-10
,53.0,F,,1998-02-01
-0.557059210935742,27.0,F,29520.0,1959-06-11
-0.44955205054250547,64.0,F,41122.0,1978-07-31
-0.0858544002055362,26.0,F,29986.0,1974-01-07
-1.1437217835421953,66.0,M,44393.0,1938-01-11
-0.42031561024999353,68.0,,,1948-04-27
-0.7944381799678604,37.0,F,30933.0,1960-01-10
-0.19534644556269026,85.0,M,,1957-07-02
0.05022151230846005,32.0,,33419.0,1981-07-19
-1.3979741650094484,,M,47271.0,1965-07-04
,66.0,M,44736.0,2003-10-05
-0.8224564340373088,,,40246.0,
,,F,34740.0,1957-02-07
,,F,38666.0,1893-07-01
0.5167328093180829,79.0,M,50507.0,1999-10-22
0.012204099438875201,,F,,
0.5496230869002549,64.0,,42056.0,1971-05-27
0.2894035020310047,50.0,F,,1993-01-07
-0.23521248656214822,34.0,F,,1994-04-15
0.5439389779874819,45.0,,36979.0,1973-11-09
-0.8132570441226419,36.0,,,1983-10-21
1.0457934384064347,40.0,F,31730.0,
-0.796204250099581,46.0,F,,1932-08-09
-1.6769310759245966,57.0,,,2047-08-04
0.08871012823954284,,,46101.0,2040-01-21
0.3901120176726275,46.0,F,37122.0,
1.0951576692413145,15.0,F,,1904-08-29
0.33020756547359276,39.0,F,38249.0,1943-03-05
-0.8864316257747261,43.0,F,36642.0,2017-12-05
,50.0,,39538.0,1956-07-19
,35.0,F,35679.0,1967-07-27
0.7156079505458356,71.0,M,,1912-05-09
-0.3270783641976177,47.0,F,35220.0,1984-12-11
,,F,41832.0,1959-01-13
2.5966757227256427,,M,45200.0,2007-09-01
,,F,,2011-04-21
1.5141190377548368,68.0,M,49297.0,
,52.0,,38271.0,1967-02-05
,47.0,F,31212.0,1959-08-14
,68.0,M,47081.0,1987-11-14
,,,27716.0,
1.3670918662872378,73.0,,47675.0,
0.6648268923719204,,,42250.0,1965-01-13
0.4955473484009291,,,39461.0,2008-01-08
,26.0,F,30637.0,1983-11-15
2.3870160056000205,65.0,M,,1953-07-26
-1.3189695282057596,41.0,F,,2061-12-30
,62.0,M,45301.0,
,73.0,,51007.0,1966-09-03
0.7510046794108697,,F,,1954-07-05
0.3287976951982661,88.0,M,,2011-06-24
0.7110946704639889,72.0,,47687.0,
,9.0,F,30081.0,1921-12-16
0.3273964210420921,72.0,,45735.0,2024-07-26
-0.07520202012101115,54.0,M,44929.0,1976-05-03
-2.27848719355454,28.0,F,32582.0,1995-04-09
-0.5956281881349473,43.0,F,38055.0,
0.19929086787171457,59.0,F,41709.0,
0.3254867142514625,51.0,M,44186.0,1942-11-23
0.0939620664218907,37.0,,34068.0,2027-08-22
,50.0,,37497.0,
-0.002867400269744494,48.0,F,33954.0,1963-02-25
-0.04407871253473173,50.0,M,46467.0,1985-12-31
,,F,43928.0,1968-05-27
,,M,,1948-06-12
0.32078377594167906,,M,,1930-04-08
1.5378489143902052,32.0,,34332.0,
0.1355478203198593,32.0,,31275.0,1933-09-11
0.32879030851303614,,,50750.0,
-0.5834344032143437,53.0,F,,1916-01-21
0.23263551015681128,48.0,,38796.0,1943-11-03
-0.44241276460555756,67.0,,42565.0,1977-07-25
-0.8724514996159519,,,32523.0,2022-10-08
0.2262646647666275,44.0,F,41126.0,2008-01-08
0.7034869307302407,32.0,F,38362.0,1963-03-02
0.6525716781448122,,F,39932.0,
,,F,43117.0,1945-08-19
0.14479461028100818,49.0,M,44103.0,1957-12-22
-1.1771058896414441,35.0,,32939.0,2022-02-12
0.3190546106277843,45.0,F,37529.0,
0.19485645363861515,74.0,M,,1961-10-16
0.9295138296350075,73.0,M,49102.0,1954-01-23
,62.0,,,1994-07-03
,66.0,,,
1.491411330295551,,M,52842.0,
0.7633830950231052,,,33037.0,
1.5173720190366917,60.0,M,,
-0.2941150854619117,42.0,F,39277.0,
,67.0,,44263.0,
,,,45068.0,
-0.6676650980393413,,F,40582.0,1966-10-04
,86.0,M,,1955-09-28
-0.9103534731129725,63.0,,43243.0,
-0.26151741074955864,,F,,2007-07-07
0.3133583985660355,63.0,M,,1943-11-05
1.279006435165979,39.0,F,,1998-03-07
-0.7980611150429259,,F,,2007-04-02
-1.068818334388121,47.0,F,,1945-04-12
-0.6809384940829326,79.0,,51675.0,1927-03-15
0.3700845062759619,54.0,M,44761.0,1962-10-28
-1.57670664420573,57.0,,42661.0,
-0.8896861952798183,63.0,F,43467.0,
,63.0,M,,1945-04-23
,,F,35266.0,1957-05-11
,60.0,,35987.0,1954-09-29
-1.407534309968545,53.0,M,41131.0,
1.8378883076627173,37.0,F,,1947-02-23
0.33453673813126944,53.0,M,45252.0,1982-10-23
-0.466171653772342,,M,47092.0,2029-02-12
,,M,,
0.21226751197244445,68.0,M,,
0.38369648673034473,63.0,M,47181.0,1947-10-06
,30.0,F,32391.0,1969-01-27
0.4581920514469627,55.0,F,42199.0,1952-08-30
-0.7704012067858858,38.0,F,,1996-11-11
,41.0,,38480.0,
0.15555211605369415,,M,45564.0,1987-06-29
,52.0,F,,1943-09-14
1.2188139190412477,52.0,F,,1941-05-03
1.3324233870837405,,F,28939.0,1975-02-13
0.6368475418551259,45.0,F,,1968-08-04
,45.0,,,
0.1323967304906695,32.0,,32096.0,2005-06-24
-0.3956514484607212,,F,35439.0,1964-12-19
0.27870739256122007,62.0,,45912.0,1895-09-07
-0.10728796259193743,,F,37188.0,1955-11-08
,,F,,1930-05-05
-2.157684889203908,,F,37820.0,
,,F,33947.0,1949-01-18
-3.1386844207803732,61.0,M,43865.0,1949-10-02
1.9425442071886065,70.0,,43406.0,1935-06-20
-1.1559763304247672,,M,48439.0,1983-12-23
,,,37802.0,2005-05-30
-0.8453912090697675,32.0,M,36570.0,
-1.1201839473093036,62.0,M,44270.0,1930-12-17
,42.0,M,,
,,,,1917-10-14
,74.0,M,50843.0,
0.9545068392187077,,M,43950.0,1979-03-02
0.6624740080183148,57.0,M,42779.0,1931-09-12
-0.2882702055128173,,F,,1991-05-17
,73.0,M,46848.0,1993-04-17
0.8187899063868507,50.0,F,38888.0,1928-05-09
,45.0,F,40240.0,
-0.052966315263668844,48.0,M,42032.0,1931-11-02
0.5512178172782269,47.0,F,37379.0,1966-12-03
-0.2603866841605556,54.0,,42740.0,1922-06-11
0.8778315873974856,50.0,F,39718.0,2026-09-30
1.2356102217900122,47.0,,,1991-11-16
-0.9515084077734666,30.0,F,36933.0,1966-01-28
-0.9508242832556297,47.0,F,41847.0,1971-07-17
0.17410972498959787,51.0,F,,1983-10-08
0.20050516493986908,74.0,M,49548.0,2030-12-26
1.8313584637957752,37.0,F,,1933-01-06
1.9667578344973293,48.0,F,,2032-04-20
0.9978716403049662,31.0,,,2016-09-10
0.09006519310487053,45.0,F,41764.0,1972-07-30
-1.1847526538387982,36.0,F,33305.0,1978-12-03
1.6587495188455739,41.0,F,,1957-06-20
2.2780658632655384,34.0,,36538.0,1924-05-21
1.0782806662474635,,,51803.0,
0.908071691637996,40.0,,34870.0,2025-08-05
0.14664878031464668,,F,42525.0,1982-03-07
0.56265569743843,,M,,
-0.7704036151577178,43.0,F,,1998-08-10
-1.7483140396507078,50.0,F,39722.0,
-2.84706745452619,29.0,F,,2026-03-06
0.4976395051563879,65.0,M,45871.0,1987-01-05
-0.06285050654948782,47.0,,,1992-11-03
-0.5053229980759476,51.0,,,1991-11-13
-0.5359353268839476,52.0,F,36550.0,1963-03-29
-0.27790124193080434,57.0,F,36530.0,1928-07-09
,56.0,,45644.0,1925-02-09
,37.0,,36107.0,1951-08-28
0.4757571064796151,,M,48406.0,1904-03-05
,64.0,F,,1974-07-04
2.092836820668578,28.0,F,30037.0,2004-12-12
0.22845595197675525,48.0,F,,2001-09-27
0.4589023174367247,,,43087.0,
0.6711602279075822,57.0,,39460.0,1973-08-15
1.660820326681192,34.0,F,38329.0,
,37.0,F,38594.0,
0.1784616445190126,49.0,,36679.0,1954-01-08
-0.00835551397472281,,M,41199.0,1916-03-17
0.8940002611292595,38.0,,36460.0,1942-05-25
-2.9853221662947274,46.0,,36877.0,
,62.0,M,,
-0.05880943341844726,50.0,M,42322.0,1998-07-30
-0.6565069631236405,80.0,M,49911.0,
