x_nans,age,gender,income,DOB
-1.4986107977847292,44.0,F,36566.0,2004-02-07
,57.0,F,42497.0,2010-09-16
-0.7040436059866761,,M,42280.0,
1.106137187200903,70.0,M,45928.0,1972-08-18
,41.0,F,,1959-10-05
,53.0,,41135.0,1987-08-25
-0.5562776715458818,77.0,M,48634.0,1993-12-27
,,F,37092.0,1980-12-11
0.17014083879407796,49.0,,36578.0,1995-03-27
0.6223278911445537,,F,,1894-10-27
-0.6308647555774262,,F,44804.0,1944-11-14
0.6795295355070616,54.0,F,39732.0,
1.9662020634265946,55.0,F,37967.0,1921-04-01
0.08815332410395318,48.0,,38311.0,
-2.112798113020669,36.0,F,40738.0,1911-08-22
-0.19772014559161818,31.0,F,34375.0,1950-07-27
,49.0,M,,1979-11-27
-0.4885592392258466,,F,38359.0,1893-07-15
-0.17114512931079492,24.0,F,33033.0,
0.6570354435763288,,F,39245.0,2000-03-30
,42.0,F,42819.0,
0.9733100782570905,17.0,F,28247.0,1980-03-06
0.752088007767446,,,51186.0,1973-09-23
-0.16400487908998532,45.0,F,,
1.3864587407459998,40.0,,37848.0,1991-07-14
-1.1314951711582502,37.0,F,34017.0,1985-03-06
,58.0,M,46021.0,1980-03-28
1.403270762282522,15.0,F,27332.0,1977-04-04
-0.15916337853228113,44.0,F,40545.0,1944-09-01
-0.7948543359454193,,M,49748.0,1972-05-15
1.540196626210494,44.0,F,37016.0,
0.17561807354869532,25.0,F,,2023-06-19
,44.0,,42413.0,1954-04-20
,71.0,F,42294.0,2000-12-27
-1.1674585557396635,27.0,F,31181.0,1960-02-24
,70.0,,41809.0,1970-06-28
2.3750694646896413,42.0,F,35927.0,1924-03-28
0.6942540060800689,,F,34898.0,
-0.08481873838675817,68.0,,42806.0,1985-09-02
1.071004868873763,42.0,F,36345.0,1955-04-22
1.9235942185441512,,F,40360.0,1939-06-18
0.1393912710657151,,F,28901.0,2012-10-27
,41.0,M,40174.0,
-0.65195626998942,33.0,F,35234.0,
-0.5628972590707509,25.0,,32079.0,1974-05-17
1.2783380622056233,45.0,F,38091.0,1957-12-05
-1.163823347336649,65.0,M,42973.0,2020-07-15
,59.0,M,42612.0,
-1.4123372728776686,,,36833.0,
,27.0,F,33447.0,1958-05-30
0.7233459893039813,53.0,F,,1933-02-03
1.4276894678016443,51.0,,38450.0,1956-04-18
0.6204579498191329,41.0,,32794.0,1997-04-07
,,M,,1996-10-29
0.6537489628598412,45.0,F,38374.0,1968-04-20
,61.0,M,46927.0,1946-11-10
0.04132709819732996,61.0,F,44790.0,
,,F,26452.0,
0.9387982269575713,60.0,,45579.0,
,57.0,,42024.0,1923-11-26
,,M,49309.0,
,35.0,,34382.0,1974-03-02
0.03174200500877712,61.0,M,43022.0,
0.36143889344685254,44.0,F,,1929-03-31
,,,,1949-01-03
-0.6789240009851099,54.0,,42043.0,1953-05-26
1.7123565957206162,,F,,1945-04-22
0.25052037581949393,52.0,,39063.0,1953-03-23
-0.09932842655462054,,F,40953.0,1975-07-31
-0.7481476797683609,,F,33440.0,2017-09-12
,82.0,M,52946.0,
-1.5146685545161311,30.0,,34455.0,
-0.06127227104090581,64.0,M,,1868-10-20
-0.2694986704539104,54.0,F,,2003-01-13
0.180373450031087,75.0,,,
0.14762946632495422,28.0,F,,2020-03-24
-0.626464033439073,72.0,,46580.0,1982-06-04
-0.7801752665903079,64.0,F,41895.0,1983-12-01
,50.0,F,,1962-01-30
-0.14915203524865306,37.0,F,,
-0.5120861634865583,55.0,F,38806.0,
-0.33095354947487865,52.0,F,,
-0.43543342990962963,34.0,F,34548.0,2009-08-28
-0.41019446391811865,,F,42333.0,1993-08-01
1.8046612915915505,41.0,F,33423.0,1936-07-16
0.03054678180230389,47.0,,,1938-12-16
,51.0,F,40679.0,1984-04-28
0.18993107219498986,,M,50346.0,1943-10-11
-0.5986658682574924,28.0,F,32182.0,
0.5673482774359829,57.0,,45274.0,
0.34554762114339993,50.0,F,42499.0,1984-10-18
1.5178179151958477,42.0,F,37317.0,1997-08-25
-1.5341320148992181,69.0,M,50617.0,1958-06-17
-0.8437572777792615,12.0,,,1979-01-24
0.7263578818930997,65.0,M,42630.0,
1.286571056902417,26.0,F,31548.0,
-0.7188201825040057,64.0,M,47055.0,1925-12-20
1.2516294754657078,43.0,F,36958.0,2020-04-24
0.5169512504710927,44.0,F,37685.0,
,57.0,,,1970-04-11
,29.0,F,35118.0,1937-11-01
-1.3429455230259717,51.0,F,38535.0,
1.6935651353949088,41.0,F,41337.0,1968-01-26
0.3859489280261777,69.0,M,43836.0,1994-10-09
-0.2894780770605363,49.0,F,,1984-10-08
1.3308265591222843,20.0,F,26722.0,1969-06-16
0.9358628495176241,,M,44424.0,1955-01-21
-0.19345512955668367,32.0,F,34495.0,1966-04-19
,47.0,F,39038.0,1952-12-20
-0.26712246296666253,19.0,F,29803.0,1984-10-16
-0.32758019699130775,55.0,M,,1991-11-14
,48.0,F,35690.0,
-0.9169913667772874,31.0,F,30556.0,1973-12-11
0.5050861122965908,24.0,,34415.0,1966-04-08
1.176122550373694,40.0,,32605.0,
,,F,,1985-05-26
,61.0,M,,1938-02-28
-1.2999316127923106,49.0,F,40862.0,1969-03-20
-2.065646571458696,49.0,F,34529.0,1995-11-08
0.3402206490655719,44.0,F,35867.0,
0.2112827610939317,81.0,M,45563.0,
-0.29790496032519675,26.0,F,29047.0,
-1.6643085818812051,,,43311.0,1962-04-12
,54.0,M,41800.0,2006-10-24
1.5934069294675983,75.0,M,,2003-08-22
0.8290267582055745,,F,36767.0,
,39.0,,39829.0,
-0.3840745199130957,,F,39395.0,1968-07-14
-0.8383435980579095,57.0,F,41188.0,1944-02-08
0.7397900489153932,56.0,,44131.0,2016-05-09
0.767195068846969,71.0,,47881.0,
-0.2518124357371744,46.0,F,33954.0,1928-08-06
-0.09458561253585043,35.0,,35917.0,1960-07-28
0.8245715557347963,,F,42622.0,1944-08-14
0.328187780481799,,F,,
,87.0,M,54340.0,1997-12-23
-0.8614848807884015,58.0,F,42240.0,1982-01-16
,58.0,F,41749.0,1975-06-21
,33.0,F,33292.0,1939-05-05
,37.0,F,37870.0,
,27.0,,,1973-08-25
,55.0,M,43816.0,
0.4296577605371394,20.0,F,27005.0,
1.800833054005217,31.0,F,30402.0,1982-08-09
1.181954470140063,56.0,M,46156.0,1935-06-07
0.8588921019490915,43.0,F,35255.0,1977-09-22
-0.043687024193062446,,M,47711.0,
0.14815532806542914,45.0,M,,1943-06-28
,,,41250.0,
-0.43635773780592635,,F,,
,60.0,,43074.0,1953-10-16
0.5950044654810095,38.0,,,1968-06-02
0.5115933998107371,,F,39415.0,1971-07-25
1.3560942495965773,58.0,F,42223.0,1985-10-27
-0.40116210723754225,49.0,F,,1954-05-11
-0.4341419655465313,,F,41592.0,2001-06-04
,,,41533.0,1988-02-10
-0.8077369340384153,29.0,,30438.0,
0.8506020321611835,32.0,F,33018.0,
-0.7806809426303811,,F,38639.0,1963-05-15
0.9324618442325728,25.0,F,28854.0,1972-11-11
-0.33640180487730925,41.0,,41942.0,1996-07-03
-0.055947189981672106,78.0,M,50932.0,
-0.5625603412542972,44.0,F,,1975-03-05
0.3766995194132314,72.0,M,,1971-04-27
,,M,47448.0,1964-10-08
,28.0,F,35386.0,
,45.0,,37335.0,1950-03-10
-0.915292741372189,27.0,F,31825.0,1974-03-22
0.023610935456439868,,F,,
-0.6854497558971709,51.0,F,35987.0,1942-07-11
0.48606235337240533,,F,,1973-09-24
,,,39962.0,1929-04-05
,83.0,M,54055.0,2005-02-26
0.3694640530155975,54.0,F,39189.0,1989-11-29
-0.03429325484679057,66.0,M,,
-0.7052585434922685,38.0,F,36186.0,2038-03-03
0.6016165611800497,,F,,
-0.24277680320046366,40.0,F,32225.0,1970-04-29
1.919095124407927,,M,44919.0,1999-08-05
0.6713116290229106,53.0,,39322.0,2019-09-21
,54.0,M,38569.0,1974-02-17
,44.0,F,34243.0,
0.18033741572534098,49.0,F,37047.0,1969-02-13
1.3671211280454654,47.0,F,37373.0,1984-10-17
-0.2473980769817211,,F,,1938-10-04
1.0217342369353435,54.0,F,38799.0,
0.5344125733495158,62.0,,45643.0,1988-02-27
,61.0,M,,1972-12-18
1.205424510508705,45.0,F,39279.0,1980-07-31
1.5608982478074562,,,34591.0,1953-08-08
0.10179524599543634,,,,2012-02-07
0.2961144811786737,45.0,F,41660.0,1987-07-15
,,F,34145.0,1978-05-25
-1.005547776910046,,,41475.0,1990-04-09
-0.29844279293605847,,,45124.0,1921-11-16
0.31086057924162946,69.0,M,49389.0,1915-11-25
-1.3353216320101418,34.0,F,38954.0,
,43.0,F,,1983-12-14
0.36248640372635804,50.0,,39012.0,1977-10-02
,,,39722.0,2004-06-13
-0.7515665509876535,59.0,F,,1907-10-06
-0.21547585796915314,58.0,F,41534.0,1949-01-23
-1.3087694514373378,34.0,F,,
,,,41574.0,
0.5248913247958564,36.0,F,,1962-04-14
,67.0,M,42655.0,2000-09-13
-0.23222783226452753,46.0,F,34862.0,1968-10-15
1.2957241699232385,41.0,F,35788.0,1945-05-22
0.20313214059070345,,F,38171.0,2013-10-21
-0.3411929829194779,50.0,,,
0.4968530063815116,30.0,,31290.0,2015-12-24
-1.3457792424135748,34.0,F,40715.0,1952-03-07
-0.7184927390594442,61.0,M,,1959-06-15
1.5518541051598438,58.0,M,39106.0,
-2.244561794326277,25.0,F,,1992-11-01
,60.0,M,46671.0,1948-12-10
0.8502592911121074,56.0,F,40687.0,
-1.5839402437230794,,,,1921-11-25
1.2214456358047343,45.0,F,38958.0,1976-01-02
0.9335748264402324,74.0,M,47032.0,1962-06-04
-0.5014245142491129,,,35581.0,
1.1474077522092605,47.0,,41268.0,1977-10-11
0.5284149273114989,38.0,F,37492.0,1993-10-07
-1.2701807972294958,27.0,F,30211.0,2018-09-25
0.016294610473140157,57.0,,42901.0,
-0.08858826158970999,56.0,M,44841.0,1974-08-02
-1.7093268288792514,,M,51676.0,1998-03-24
-0.45410509760759143,,F,35365.0,1948-01-24
,,F,40048.0,1924-06-03
0.5106389956956335,,F,37058.0,
-0.05494438081621186,,M,50084.0,
,,M,47100.0,2049-03-17
0.3723405191311421,39.0,F,35392.0,1955-08-12
-1.5845754888550447,,F,,2033-09-28
-0.05530386935134497,,F,35969.0,
0.1447026558143797,55.0,F,36358.0,
-0.007113991120510807,33.0,F,32262.0,1958-10-05
-0.6248904450104588,47.0,F,,1937-12-21
-0.08561309828357978,68.0,M,47841.0,1942-11-17
0.5399583812454261,55.0,M,45401.0,1928-02-10
,58.0,M,44833.0,1976-12-25
-0.5978450996700247,48.0,F,,1900-03-27
-0.48633133454415645,60.0,F,,1973-02-27
-0.1691781932877591,64.0,F,,2014-03-02
1.4937592286780466,53.0,,41730.0,1976-11-17
1.9268507837695832,49.0,F,37205.0,1988-10-25
-0.15912927708990116,,F,37042.0,1935-05-12
-0.31255514085645497,,F,28681.0,
,42.0,F,37688.0,1958-11-17
-0.03031868097019967,59.0,M,45539.0,1996-11-13
-0.7608838696355373,61.0,M,46712.0,1975-07-01
0.12585848011693554,43.0,F,,
0.5885118596145738,52.0,F,38294.0,
1.2556785553148337,63.0,F,42127.0,1951-12-21
0.5157534191835578,54.0,M,,
,,,39955.0,1999-04-09
1.4695297987880147,50.0,F,,2015-08-05
0.8995555324722165,69.0,F,,1959-07-07
,57.0,M,,1976-09-14
0.42501456338626403,84.0,M,57483.0,1927-08-09
-0.6364405725811942,71.0,M,53820.0,
-1.3113452086208213,,F,38888.0,1985-08-22
0.84744585106076,60.0,F,,1890-12-26
-0.9450088373384987,46.0,F,36792.0,1981-01-06
0.037768943359086316,33.0,F,33077.0,
-0.9025348387933011,46.0,,41725.0,1957-08-03
,35.0,F,,1958-08-18
1.1290527361279485,26.0,F,28921.0,1974-03-06
-0.3152680173110733,44.0,F,33267.0,1972-04-24
,67.0,,42086.0,1974-10-29
-0.24788377109038448,59.0,F,41819.0,1973-09-09
-0.5732033565216457,,F,33615.0,1964-02-22
,57.0,,41978.0,2018-06-27
3.1097204023060434,52.0,M,42069.0,2028-12-24
0.5953069793914836,42.0,M,41833.0,
1.4346685000050687,40.0,F,41682.0,1948-03-03
-0.24414963717661065,48.0,F,41112.0,
-0.834653070786347,48.0,F,39951.0,1909-11-06
0.9889214072985293,58.0,F,45075.0,1959-11-17
-0.06940564101842671,42.0,,39408.0,1957-09-05
0.6563544420007827,46.0,F,,1986-06-25
0.6363028620034294,,M,43359.0,1976-09-07
-0.891362568653026,42.0,F,36044.0,1993-02-04
,,M,48778.0,1976-07-11
-1.3785464104544987,49.0,,,
0.47818675854473064,60.0,F,,2015-08-18
0.16798342510944794,52.0,F,,1956-03-06
-0.047842813160904926,47.0,F,40645.0,
,,M,,1996-04-02
,63.0,M,44963.0,1918-08-14
-0.3441048457823193,46.0,,,1918-09-29
2.574593348358762,,F,32159.0,1926-11-08
,64.0,M,42247.0,2006-02-24
-0.030340088618408683,62.0,M,44116.0,1935-09-12
,52.0,F,41629.0,1969-06-12
-1.0300202045420013,,,45706.0,
0.3354913429355707,61.0,M,,
0.300268535860715,46.0,,,1986-04-25
2.057766875136152,60.0,F,40944.0,2029-07-15
,39.0,F,39179.0,1991-02-21
0.343435747391099,,,,1979-03-12
-0.30597131305386754,55.0,,,2018-08-11
0.11861191428377553,89.0,M,57193.0,
0.4101937532639603,61.0,,42174.0,1989-09-26
0.8256296198386439,41.0,F,37827.0,1959-01-02
0.09720435840604723,39.0,F,35728.0,
-1.5223791099969206,50.0,F,42279.0,1999-11-15
,56.0,,47978.0,2003-04-06
,56.0,,41242.0,
-0.04634668136322598,33.0,,35042.0,1937-08-25
,26.0,F,28646.0,1962-09-05
,62.0,,,1958-09-01
0.7610364696851554,77.0,M,50397.0,
-0.5460293479678597,58.0,F,42497.0,
1.9583546372291583,,F,36029.0,
0.1019794960998737,,M,47190.0,2019-07-23
-1.111092954586943,50.0,,40165.0,2001-11-03
0.49300555252312167,,F,,
-0.8802613316590902,57.0,,41690.0,1974-02-22
,41.0,F,,
,48.0,F,36775.0,1952-02-05
0.6352530259171288,31.0,,,1978-07-18
,30.0,,30968.0,
-1.3903181704216305,70.0,M,42822.0,1969-07-13
-0.28309269909957707,63.0,F,42917.0,1982-12-31
0.038931130826819156,75.0,M,49659.0,1938-04-10
1.2049320412999036,70.0,M,44116.0,1939-11-10
-0.5203146110086133,33.0,,,
0.08493383146824283,,,37396.0,1976-09-09
,46.0,M,42249.0,1961-07-16
,93.0,M,,1931-08-20
,42.0,M,,1979-11-26
-1.4284336704809968,41.0,F,36684.0,1922-12-02
0.06469153404982257,,,31413.0,2009-08-17
0.21919087339146734,37.0,F,37139.0,1912-02-18
-1.6584735887303212,30.0,F,30590.0,2023-11-26
1.0462513361046737,64.0,M,45978.0,1975-10-15
0.3571833179392264,44.0,F,39551.0,
,68.0,M,51411.0,
-1.1450011358259327,50.0,,,
0.6815912574899144,51.0,,41542.0,
,,,40905.0,1992-06-04
,,M,48812.0,1967-08-09
0.3799198268537793,53.0,F,35442.0,
0.2939172247380014,53.0,F,,
-2.2599123018597442,,F,,1962-06-02
,,F,,2043-01-22
-0.5923732573414445,,F,38855.0,1938-01-03
0.8892119071626687,,F,36316.0,1967-08-16
0.9101703711801703,52.0,M,42476.0,1992-12-01
-0.5599687478892915,42.0,F,,1931-04-11
,50.0,F,39146.0,1963-07-02
1.254245711419731,31.0,,35086.0,1925-06-21
-1.5799790450604099,51.0,F,41785.0,1970-06-08
-1.009877808672799,36.0,F,32991.0,1962-12-16
-0.039833587079147185,,F,33817.0,
,,,31049.0,
0.11534661442185971,37.0,,30533.0,1994-04-18
0.2378538628624747,,M,44101.0,1929-04-11
0.4271285146525436,52.0,F,41187.0,1950-08-13
0.00375587300240742,54.0,,,1952-07-21
-0.4595650243665013,57.0,M,,1985-07-06
,73.0,,45429.0,1912-12-12
-0.4358895777237071,71.0,M,44690.0,1965-12-03
0.7801499300288546,,F,31488.0,1939-07-17
-0.03522359522667155,,F,39011.0,1965-06-12
-0.8281426985346071,58.0,F,42741.0,
1.2482563725940825,57.0,,,1974-10-24
,61.0,F,38341.0,
1.1124447229173553,39.0,F,33712.0,1975-09-14
-0.551226684507103,31.0,,,1959-10-20
,,,,
,50.0,F,,1932-03-15
,,F,34736.0,1966-10-05
1.143891020780339,,M,46269.0,1998-06-02
1.334001496384469,47.0,F,40446.0,1995-06-09
-0.42429947620441855,67.0,M,43904.0,1877-02-19
-0.5162775263973963,51.0,F,38321.0,1993-04-15
,47.0,F,38469.0,2010-03-16
-0.43382477402575514,,F,37609.0,1993-05-31
0.905978539965667,51.0,M,43095.0,1982-07-12
-0.5399092251311199,,F,,1994-10-23
-1.4185039814252827,28.0,,30709.0,1942-03-06
-0.2563752559540283,46.0,,36892.0,1984-08-19
,26.0,F,36837.0,1941-10-12
1.1541827036030317,46.0,,41468.0,1989-06-25
-0.26068439699544954,46.0,F,34790.0,1967-09-02
,,F,,2035-05-15
,,M,52512.0,
,,F,39370.0,
-0.9707910029884091,46.0,F,43550.0,1997-08-28
-0.5720246379719102,56.0,F,41887.0,2013-07-20
,,M,46645.0,
0.9977540554276059,68.0,M,46266.0,1960-02-24
0.3781863145401575,52.0,F,,1938-08-29
,45.0,M,,1990-08-16
-0.7138292864508886,24.0,F,31638.0,1981-08-23
-0.4046190807245028,41.0,F,,2003-02-08
0.47525601643779813,42.0,,,
-1.4393315595706933,39.0,F,35079.0,
0.0356469365074081,56.0,M,46377.0,1990-03-23
0.9594919166902786,75.0,M,47418.0,1980-07-10
,59.0,F,43229.0,1990-04-22
-0.6346306324165323,80.0,M,52414.0,1980-10-30
-0.10742075797148412,74.0,,45724.0,1917-10-06
,43.0,M,40364.0,1960-06-30
0.3363321955982375,41.0,F,38516.0,
0.17771199925921277,33.0,F,,
,78.0,M,51035.0,2045-09-26
-0.29149410599546205,37.0,,41549.0,2003-05-15
-0.4792392269043191,,F,34631.0,2028-04-19
0.5225044935956256,62.0,F,,1997-02-05
-0.06192073647263001,52.0,F,38506.0,1951-11-28
-1.9729424927225578,42.0,F,34800.0,
-1.2336770834775634,52.0,M,42834.0,1928-10-05
-0.19463804083716257,56.0,M,,
1.8332541058241223,34.0,,,1954-09-17
0.6028194175710558,,M,43377.0,1944-04-15
0.6146877623442296,45.0,F,41738.0,
0.9422457575150719,59.0,,41913.0,1981-08-13
-0.30743299852499106,,F,38906.0,2017-04-17
0.5058207536822122,35.0,F,31195.0,2049-05-03
-0.1192000869410559,,M,,1933-05-18
-1.9618947209970004,49.0,,39517.0,1996-10-27
-1.2466530113286873,57.0,F,40558.0,1931-06-23
0.6795534219738175,,,40722.0,
,,,35187.0,
,45.0,F,37649.0,
-1.7072094944874374,,M,45295.0,1942-08-23
0.5210755278656797,,M,45604.0,1908-09-24
-0.3270686506469086,46.0,,36464.0,1976-09-10
1.294247252155657,,M,47436.0,1983-04-12
0.28834611102770974,44.0,M,41949.0,1950-01-30
-0.9815042583078418,,,38592.0,2004-07-07
0.6301136487005943,59.0,M,43219.0,1990-06-02
-0.545208654341797,,F,,2004-07-31
-1.0263198662229132,40.0,F,41497.0,
,65.0,M,,1970-12-25
,,F,39202.0,2006-01-04
-0.17186948591147788,,F,33414.0,2011-11-07
-0.8153497082016005,28.0,F,32213.0,
-0.6259047597994062,40.0,F,,1972-03-22
0.4044637898305445,64.0,M,46836.0,2000-01-17
,46.0,F,38621.0,
0.8714088440626954,42.0,F,42558.0,1971-06-08
0.4612159596422899,,,34478.0,1921-08-26
-0.2036900460056549,35.0,F,36675.0,1956-12-28
-0.1086350725015979,,F,,2008-08-06
0.5564761548559528,51.0,M,42332.0,1961-04-10
,69.0,M,44447.0,2010-04-11
-0.29397086698204344,,,30851.0,1980-06-13
0.17552912530879652,37.0,,39276.0,2011-07-21
-0.08176411317272395,,F,,2019-02-22
,65.0,M,43643.0,2006-06-18
0.9378994619556427,74.0,M,51019.0,
2.126052792781282,,F,38017.0,
-0.505058457024709,,,39856.0,1981-06-21
-0.009870392690996996,,,,2014-01-21
0.8211506253970676,,M,41843.0,1946-05-30
0.6371137613375479,50.0,F,,1923-01-23
,15.0,F,25557.0,1953-05-18
-0.1520992194110548,44.0,F,35994.0,1984-07-31
0.44157872749157623,26.0,,,1960-06-02
0.9963245249748427,46.0,,40799.0,1957-10-21
0.4493814489259344,60.0,F,,
0.6422142745737659,33.0,F,34454.0,2009-07-02
0.20254110606743944,73.0,M,,2008-06-23
1.0157724459322102,57.0,,36537.0,
-0.49845570824798835,68.0,M,47680.0,
1.0407388117598537,53.0,M,,
-0.2703433285906684,42.0,F,40286.0,1987-03-20
,38.0,,31206.0,
-0.08793491862442723,55.0,F,39390.0,1999-09-25
-0.6474347732851243,,M,49127.0,
0.41567087272122744,77.0,M,50129.0,1985-08-19
,44.0,,36609.0,2010-03-10
2.145054555500828,,F,42421.0,
-2.102427056340908,,F,23102.0,1951-01-22
,64.0,F,43790.0,1982-09-29
-1.0015066930034418,33.0,F,32568.0,1976-07-02
2.07756096043999,99.0,M,52925.0,1923-04-19
1.3806180475550316,65.0,,44311.0,1970-01-17
,56.0,,39321.0,
0.3475357927903834,53.0,M,42449.0,1970-08-06
0.3972357894828038,,F,38569.0,
-1.0796715678245707,34.0,F,33725.0,1980-10-27
1.240729572601154,44.0,F,39386.0,
1.9041137128343462,60.0,,46858.0,1986-12-01
-0.6470974578960719,45.0,,42445.0,
1.7697659170755602,68.0,,47505.0,2002-02-07
2.028314585119816,71.0,M,46245.0,1948-06-05
,56.0,,39899.0,1950-09-03
,68.0,,42859.0,1932-06-14
-1.8972554719855326,67.0,F,,2031-09-14
0.5902702507786214,41.0,F,35539.0,
,40.0,F,36446.0,1972-07-30
-0.7130918242173719,,F,34826.0,
